Opponent hand: 'A', Index: '1', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '877', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '878', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '879', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'B', Index: '880', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'A', Index: '881', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '882', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'B', Index: '883', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'A', Index: '884', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '885', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '886', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '887', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '888', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '889', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '890', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'B', Index: '891', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'C', Index: '892', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '893', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '894', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '895', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '896', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '897', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '898', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '899', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '900', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '901', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '902', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '903', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '904', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '905', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '906', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '907', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '908', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '909', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '910', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '911', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '912', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '913', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '914', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '915', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '916', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'B', Index: '917', Outcome: 'loss', My hand score: '1', Total score: '1'
Opponent hand: 'A', Index: '918', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '919', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '920', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '921', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '922', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '923', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '924', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '925', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '926', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '927', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '928', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '929', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '930', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'B', Index: '931', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'A', Index: '932', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '933', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '934', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '935', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '936', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'B', Index: '937', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'A', Index: '938', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '939', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '940', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'B', Index: '941', Outcome: 'loss', My hand score: '1', Total score: '1'
Opponent hand: 'A', Index: '942', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '943', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '944', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '945', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '946', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'B', Index: '947', Outcome: 'loss', My hand score: '1', Total score: '1'
Opponent hand: 'A', Index: '948', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '949', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '950', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'B', Index: '951', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'A', Index: '952', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '953', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '954', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '955', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '956', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '957', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '958', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '959', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '960', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '961', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '962', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '963', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '964', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '965', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'B', Index: '966', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'A', Index: '967', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '968', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '969', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'B', Index: '970', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'C', Index: '971', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '972', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '973', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '974', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '975', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '976', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '977', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '978', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '979', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '980', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '981', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '982', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '983', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'B', Index: '984', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'A', Index: '985', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '986', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '987', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '988', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '989', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '990', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '991', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '992', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '993', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '994', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'B', Index: '995', Outcome: 'loss', My hand score: '1', Total score: '1'
Opponent hand: 'A', Index: '996', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '997', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '998', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '999', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '1000', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '1001', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '1002', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '1003', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '1004', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '1005', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '1006', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '1007', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '1008', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '1009', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '1010', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '1011', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '1012', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '1013', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '1014', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '1015', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '1016', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '1017', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '1018', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '1019', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '1020', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '1021', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '1022', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '1023', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '1024', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '1025', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '1026', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '1027', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '1028', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '1029', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '1030', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '1031', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '1032', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '1033', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'B', Index: '1034', Outcome: 'loss', My hand score: '1', Total score: '1'
Opponent hand: 'A', Index: '1035', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '1036', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '1037', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '1038', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '1039', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '1040', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'B', Index: '1041', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'C', Index: '1042', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '1043', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'B', Index: '1044', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'B', Index: '1045', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'C', Index: '1046', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '1047', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '1048', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '1049', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '1050', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '1051', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '1052', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'B', Index: '1053', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'A', Index: '1054', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '1055', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '1056', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '1057', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '1058', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '1059', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '1060', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '1061', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '1062', Outcome: 'draw', My hand score: '3', Total score: '6'
